title,author,isbn,openLibraryId,url,description
""Private L.A."",""James  Patterson"",""0316211095"","""","""","""Thom and Jennifer Harlow are the perfect couple, with three perfect children. They maybe two of the biggest mega movie stars in the world, but they're also great parents, philanthropists and just all-around good people. When they disappear without a word from their ranch, facts are hard to find. They live behind such a high wall of security and image control that even world-renowned Private Investigator Jack Morgan can't get to the truth. But as Jack keeps probing, secrets sprout thick and fast--and the world's golden couple may emerge as hiding behind a world of desperation and deception that the wildest reality show couldn't begin to unveil. Murder is only the opening scene""--"
""Private: #1 Suspect"",""James  Patterson"",""0316097403"","""","""","Since former US Marine Jack Morgan started Private, it has become the world's most successful detective agency. But when his former lover is found murdered in Jack's bed, Jack is instantly the number one suspect. With his team stretched to breaking point and Jack fighting for his life, he finds himself strong-armed by the mob into recovering $30 million stolen pharmaceuticals. And Jack realises he is facing his most powerful enemies ever."
""Prized"",""Caragh M. O'Brien"",""1596435704"","""","""","Striking out into the wasteland with nothing but her baby sister, a handful of supplies, and a rumor to guide her, sixteen-year-old midwife Gaia Stone survives, only to be captured by the people of Sylum, a dystopian society where women rule the men who drastically outnumber them, and a kiss is a crime. In order to see her sister again, Gaia must submit to their strict social code and the oppressive rules of Matrarc Olivia. Meanwhile, two brothers claim her attention as they attempt to understand the environmental trap that keeps the people of Sylum captive, and suddenly Gaia must contend with the exciting, uncomfortable, and altogether new feeling of being desired.

But when someone from her past shows up, Gaia discovers that survival alone is not enough and that justice requires sacrifice."
""Promised"",""Caragh M. O'Brien"",""1596435712"","""","""","Gaia succeeds in leading her people to Wharfton and the Enclave, but rebellion there threatens them all just when everything they have dreamed of seems to be at hand."
""Prudence"",""Gail Carriger"",""0316212245"","""","""","Twenty-year-old Prudence ""Rue"" Akeldama and her friends journey in a gaudy dirigible to India in search of a superior type of tea for her adoptive father, a wealthy vampire, only to run headfirst into danger, intrigue, and local politics."
""Queen of Shadows"",""Dianne Sylvan"",""0441019250"","""","""","Overwhelmed by her uncanny ability to manipulate people's emotions through her music, Miranda Grey comes to the attention of vampire lord David Solomon. Believing he can help bring her magic under control, David discovers that Miranda's powers may affect the vampire world too."
""Rachel"," Out of Office"",""Christina Hovland"",""1649371225"",""OL25471097W"",
""Radiant Heat"",""Sarah-Jane Collins"","""",""OL37587765W"",""https://openlibrary.org/works/OL37587765W"",
""Raft of Stars"",""Andrew J. Graff"",""0063031906"","""","""",
""Rated"",""Melissa Grey"","""",""OL20150064W"",""https://openlibrary.org/works/OL20150064W"",
""ReVamped"",""J.F. Lewis"",""1439102287"","""","""",
""Recursion"",""Blake Crouch"",""1524759805"",""OL20073906W"",""https://openlibrary.org/works/OL20073906W"",
""Red Rising"",""Pierce Brown"",""0345539788"","""","""","""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""

""I live for you,"" I say sadly.

Eo kisses my cheek. ""Then you must live for more.""

Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.

Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.

But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrow—and Reds like him—are nothing more than slaves to a decadent ruling class.

Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so."
""Red at the Bone"",""Jacqueline Woodson"",""0525535276"","""","""",
""Redemption"",""Mike Lawson"",""0802159540"",""OL26596019W"",""https://openlibrary.org/works/OL26596019W"",
""Reshaping It All: Motivation for Physical and Spiritual Fitness"",""Candace Cameron Bure"",""1433669730"","""","""","""Millions first met Candace Cameron Bure when she costarred on the hit television series Full House. Today, she is that rare Hollywood working mom who maintains a normal life--no trainer, no nanny, no chef--and is outspoken about her Christian faith and how it has helped overcome certain obstacles...like a serious struggle with food. More than a biography, Reshaping It All is a motivational tool putting you on the right track toward a better physical and spiritual fitness regimen that really lasts. In addition to practical advice and fun stories from her family and career, Candace offers a biblical perspective on appetite and self-control that will encourage any woman who longs to reach a new level of freedom...""--P. [4] of cover."
""River Marked"",""Patricia Briggs"",""1841497975"","""","""","Car mechanic and shapeshifter Mercy Thompson has never known any others of her kind. Until now. As Mercy comes to terms with this new information, an evil is stirring in the depths of the Columbia River--and if Mercy and her mate, the Alpha werewolf Adam, are to have any hope of surviving, they will need all the resources the shifters can offer."
""Rock Paper Killers"",""Alexia Mason"",""1398508799"","""","""",
""Romeo and Juliet"",""William Shakespeare"",""0743477111"","""","""","Romeo and Juliet is a tragedy written by William Shakespeare early in his career about two young Italian star-crossed lovers whose deaths ultimately reconcile their feuding families. It was among Shakespeare's most popular plays during his lifetime and, along with Hamlet, is one of his most frequently performed plays. Today, the title characters are regarded as archetypal young lovers."
""Room 553"",""Britney King"","""",""OL27472202W"",""https://openlibrary.org/works/OL27472202W"",
""Rosemary and Rue"",""Seanan McGuire"",""1101140100"","""","""","The Fae never disappeared they just learned to hide themselves. Toby Daye is half fae and works as a private detective in San Francisco. When she is hired to investigate the murder of an old friend it brings up old secrets."
""Run Away"",""Harlan Coben"","""",""OL20151084W"",""https://openlibrary.org/works/OL20151084W"",
""Salt Sugar Fat: How the Food Giants Hooked Us"",""Michael  Moss"",""1400069807"","""","""","The author explores his theory that the food industry's used three essential ingredients to control much of the world's diet. Traces the rise of the processed food industry and how addictive salt, sugar, and fat have enabled its dominance in the past half century, revealing deliberate corporate practices behind current trends in obesity, diabetes, and other health challenges. Features examples from some of the most recognizable and profitable companies and brands of the last half century, including Kraft, Coca-Cola, Lunchables, Kellogg, Frito-Lay, Nestlé, Oreos, Cargill, Capri Sun, and many more."
""Satan's Sword"",""Debra Dunbar"","""",""OL19369818W"",""https://openlibrary.org/works/OL19369818W"",
""Scythe"",""Neal Shusterman"","""",""OL17876096W"",""https://openlibrary.org/works/OL17876096W"",
""Season Of The Harvest"",""Michael R. Hicks"",""0984492763"",""OL19626205W"",""https://openlibrary.org/works/OL19626205W"",
""Second Hand Curses"",""Drew  Hayes"","""",""OL29932423W"",""https://openlibrary.org/works/OL29932423W"",
""Sense and Sensibility"",""Ros Ballaster"",""0141439661"","""","""","When Mr. Dashwood dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and three daughters (Elinor, Marianne, and Margaret) in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of both practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars, his family disapproves and separates them. And though Mrs. Jennings tries to match the worthy (and rich) Colonel Brandon to her, Marianne finds the dashing and fiery Willoughby more to her taste. Both relationships are sorely tried. But this is a romance, and through the hardships and heartbreak, true love and a happy ending will find their way for both the sister who is all sense and the one who is all sensibility. - Publisher."
""September"",""Rosamunde Pilcher"","""",""OL24297738W"",""https://openlibrary.org/works/OL24297738W"",
""Serendipity's Debt"",""C.A. King"",""1988301769"","""","""",
""Settling the Account"",""Shayne Parkinson"",""1452303843"",""OL20391459W"",""https://openlibrary.org/works/OL20391459W"",
""Shadeborn"",""Karen Conlin"","""","""","""",
""Shadow Bound"",""Erin Kellison"",""0505528290"","""","""",
""Shadow of the Fox"",""Julie Kagawa"","""",""OL21848734W"",""https://openlibrary.org/works/OL21848734W"",
""Shadow's Fall"",""Dianne Sylvan"",""1937007383"","""","""",
""Shadowborn"",""Moira Katson"",""1484094670"",""OL40058186W"",""https://openlibrary.org/works/OL40058186W"",
""Shadowforged"",""Moira Katson"",""1484095499"",""OL39716804W"",""https://openlibrary.org/works/OL39716804W"",
""Shatter Me"",""Tahereh Mafi"","""",""OL16014245W"",""https://openlibrary.org/works/OL16014245W"",
""She Was the Quiet One"",""Michele Campbell"",""1250081831"",""OL20158664W"",""https://openlibrary.org/works/OL20158664W"","""From the author of It's Always the Husband comes a riveting new suspense novel about privilege, power, and what happens when we let ambition take control. When twin sisters Rose and Bel Enright enroll in The Odell School, a prestigious New Hampshire boarding school, it seems like the opportunity of a lifetime. But the sisters could not be more different. The school brings out a rivalry between them that few ever knew existed. And the school itself has a dark underbelly: of privileged kids running unchecked and uninhibited; of rituals and traditions that are more sinister than they seem; of wealth and entitlement that can only lead to disaster. For Sarah Donovan, wife of an ambitious teacher who is determined to rise through the ranks, Odell also seems like the best thing that could happen to their small family. But how well does she really know her husband? What lengths will he go to to achieve his goals? And when one dark night ends in murder, who is guilty, who knows the truth, and who has been in on it all along? She Was the Quiet One. Because murderers are almost never who you expect. In a novel full of twists, turns, and dark secrets, Michele Campbell once again proves her skill at crafting intricately spun and completely compelling plots""--"
""She's Faking It"",""Kristin Rockaway"",""1525804561"",""OL21873634W"",""https://openlibrary.org/works/OL21873634W"",
""Shelterwood"",""Lisa Wingate"",""0593726502"","""","""",
""Ship Ablaze: The Tragedy of the Steamboat General Slocum"",""Edward T. O'Donnell"",""0767909062"","""","""",
""Shiver"",""Allie Reynolds"","""",""OL21681065W"",""https://openlibrary.org/works/OL21681065W"",
""Shuggie Bain"",""Douglas   Stuart"",""0802148042"","""","""","Shuggie Bain is the unforgettable story of young Hugh “Shuggie” Bain, a sweet and lonely boy who spends his 1980s childhood in run-down public housing in Glasgow, Scotland. Thatcher’s policies have put husbands and sons out of work, and the city’s notorious drugs epidemic is waiting in the wings.

Shuggie’s mother Agnes walks a wayward path: she is Shuggie’s guiding light but a burden for him and his siblings. She dreams of a house with its own front door while she flicks through the pages of the Freemans catalogue, ordering a little happiness on credit, anything to brighten up her grey life. Married to a philandering taxi-driver husband, Agnes keeps her pride by looking good—her beehive, make-up, and pearly-white false teeth offer a glamorous image of a Glaswegian Elizabeth Taylor. But under the surface, Agnes finds increasing solace in drink, and she drains away the lion’s share of each week’s benefits—all the family has to live on—on cans of extra-strong lager hidden in handbags and poured into tea mugs. Agnes’s older children find their own ways to get a safe distance from their mother, abandoning Shuggie to care for her as she swings between alcoholic binges and sobriety. Shuggie is meanwhile struggling to somehow become the normal boy he desperately longs to be, but everyone has realized that he is “no right,” a boy with a secret that all but him can see. Agnes is supportive of her son, but her addiction has the power to eclipse everyone close to her—even her beloved Shuggie.

A heartbreaking story of addiction, sexuality, and love, Shuggie Bain is an epic portrayal of a working-class family that is rarely seen in fiction. Recalling the work of Édouard Louis, Alan Hollinghurst, Frank McCourt, and Hanya Yanagihara, it is a blistering debut by a brilliant novelist who has a powerful and important story to tell."
""Shutter Island"",""Dennis Lehane"","""",""OL17200W"",""https://openlibrary.org/works/OL17200W"",
""Silence Fallen"",""Patricia Briggs"",""0425281272"","""","""","""A new hardcover in the acclaimed Mercy Thompson series--from the #1 New York Times bestselling author of Fire Touched. Attacked and abducted in her home territory, Mercy finds herself in the clutches of the most powerful vampire in the world, taken as a weapon to use against alpha werewolf Adam and the ruler of the Tri-Cities vampires. In coyote form, Mercy escapes--only to find herself without money, without clothing, and alone in the heart of Europe... Unable to contact Adam and the rest of the pack, Mercy has allies to find and enemies to fight, and she needs to figure out which is which. Ancient powers stir, and Mercy must be her agile best to avoid causing a war between vampires and werewolves, and between werewolves and werewolves. And in the heart of the ancient city of Prague, old ghosts rise...""--"
""Silent Victim"",""Caroline Mitchell"",""1542096626"",""OL20581104W"",""https://openlibrary.org/works/OL20581104W"",
""Silver Borne"",""Patricia Briggs"","""",""OL14906097W"",""https://openlibrary.org/works/OL14906097W"",
""Six Wives: The Women Who Married"," Lived"," And Died For Henry VIII"",""Michael W. Simmons"","""","Walden first published in 1854 as Walden; or, Life in the Woods) is a book by American transcendentalist writer Henry David Thoreau. The text is a reflection upon the author's simple living in natural surroundings. The work is part personal declaration of independence, social experiment, voyage of spiritual discovery, satire, and—to some degree—a manual for self-reliance.

Walden details Thoreau's experiences over the course of two years, two months, and two days in a cabin he built near Walden Pond amidst woodland owned by his friend and mentor Ralph Waldo Emerson, near Concord, Massachusetts.

Thoreau makes precise scientific observations of nature as well as metaphorical and poetic uses of natural phenomena. He identifies many plants and animals by both their popular and scientific names, records in detail the color and clarity of different bodies of water, precisely dates and describes the freezing and thawing of the pond, and recounts his experiments to measure the depth and shape of the bottom of the supposedly ""bottomless"" Walden Pond.

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Walden))"
""Six of Crows"",""Leigh Bardugo"","""",""OL17332479W"",""https://openlibrary.org/works/OL17332479W"",
""Skinwalker"",""Faith Hunter"",""0451462807"","""","""","""Jane Yellowrock is the last of her kind--a skinwalker of Cherokee descent who can turn into any creature she desires--and hunts the undead for a living. But now she's been hired by Katherine Fonteneau, one of the oldest vampires in New Orleans and the madam of Katie's Ladies, to hunt a powerful rogue vampire who's killing other vamps. Amidst a bordello full of real 'ladies of the night,' and a hot Cajun biker with a panther tattoo who stirs her carnal desire, Jane must stay focused and complete her mission, or else the next skin she'll need to save may be her own.""--p. [4] of cover."
""Skyward"",""Brandon Sanderson"",""1473217857"","""","""","**SPENSA'S WORLD HAS BEEN UNDER ATTACK FOR DECADES.**

Now pilots are the heroes of what's left of the human race, and becoming one has always been Spensa's dream. Since she was a little girl, she has imagined soaring skyward and proving her bravery. But her fate is intertwined with her father's--a pilot himself who was killed years ago when he abruptly deserted his team, leaving Spensa the daughter of a coward, her chances of attending Flight School slim to none.

No one will let Spensa forget what her father did, yet fate works in mysterious ways. Flight school might be a long shot, but she is determined to fly. And an accidental discovery in a long-forgotten cavern might just provide her with a way to claim the stars.

This description comes from the publisher."
""Slaughterhouse-Five"",""Kurt Vonnegut Jr."","""",""OL98459W"",""https://openlibrary.org/works/OL98459W"",
""Snow Crash"",""Neal Stephenson"","""",""OL38501W"",""https://openlibrary.org/works/OL38501W"",
""So Here’s the Thing…: Notes on Growing Up"," Getting Older"," and Trusting Your Gut"",""Alyssa Mastromonaco"","""",
""So Long"," Lollipops"",""Sarah Lyons Fleming"","""",""OL26419923W"","Cassie Forrest isn't surprised to learn that the day she’s decided to get her life together is also the day the world ends. After all, she’s been on a self-imposed losing streak since her survivalist parents died: she stopped painting, broke off her engagement to Adrian, and dated a real jerk. Self-improvement can wait, however. First, Cassie and her friends must escape Brooklyn before they turn into zombies, too.

This is difficult enough, but Cassie’s ex-boyfriend and a friend’s bratty sister make everything—apocalypse included—more unpleasant. When the two attract a deadly threat to their safe haven, Cassie’s forced to see how far she’ll go to protect those she loves—and it’s further than she anticipated. Between this, her past mistakes, and the living dead, that losing streak shows no sign of letting up.

Survival’s great and all, especially when you have leather armor, good friends, and home-brewed beer. But there’s something Cassie must do besides survive: tell Adrian she still loves him. And to do that, Cassie must find faith that she’s stronger than she thinks, she’s still a crack shot, and true love never dies."
""Society of Lies"",""Lauren Ling Brown"","""",""OL37627838W"",""https://openlibrary.org/works/OL37627838W"",
""Sociopath"",""Patric Gagne"","""",""OL37588134W"",""https://openlibrary.org/works/OL37588134W"",
""Some Girls Bite"",""Chloe Neill"",""0451226259"","""","""","First in a brand new series about a Chicago graduate students introduction into a society of vampires.Sure, the life of a graduate student wasnt exactly glamorous, but it was Merits. She was doing fine until a rogue vampire attacked her. But he only got a sip before he was scared away by another bloodsuckerand this one decided the best way to save her life was to make her the walking undead.Turns out her savior was the master vampire of Cadogan House. Now shes traded sweating over her thesis for learning to fit in at a Hyde Park mansion full of vamps loyal to Ethan Lord o the Manor Sullivan. Of course, as a tall, green-eyed, four-hundred- year-old vampire, he has centuries worth of charm, but unfortunately he expects her gratitude and servitude. But an inconvenient sunlight allergy and Ethans attitude are the least of her concerns. Someones still out to get her. Her initiation into Chicagos nightlife may be the first skirmish in a warand there will be blood."
""Someone Else's Secret"",""Julia Spiro"",""1542022371"",""OL20759008W"",""https://openlibrary.org/works/OL20759008W"",
""Someone Else's Shoes"",""Jojo Moyes"",""1984879294"","""","""",
""Something Wicked This Way Comes"",""Ray Bradbury"",""0380729407"","""","""","Few American novels written this century have endured in the heart and memory as has Ray Bradbury's unparalleled literary classic SOMETHING WICKED THIS WAY COMES. For those who still dream and remember, for those yet to experience the hypnotic power of its dark poetry, step inside. The show is about to begin.

The carnival rolls in sometime after midnight, ushering in Halloween a week early. The shrill siren song of a calliope beckons to all with a seductive promise of dreams and youth regained. In this season of dying, Cooger & Dark's Pandemonium Shadow Show has come to Green Town, Illinois, to destroy every life touched by its strange and sinister mystery. And two boys will discover the secret of its smoke, mazes, and mirrors; two friends who will soon know all too well the heavy cost of wishes. . .and the stuff of nightmare."
""Song of Grace"",""Connie L. Beckett"",""1983423475"","""","""",
""Sorcery of Thorns"",""Margaret  Rogerson"",""1481497618"","""","""",
""Sorry I Missed You"",""Suzy Krause"",""1542010195"",""OL20742618W"",""https://openlibrary.org/works/OL20742618W"",
""Spider's Bite"",""Jennifer Estep"",""1439147973"","""","""",
""Spider’s Revenge"",""Jennifer Estep"",""1439192669"",""OL19950553W"",""https://openlibrary.org/works/OL19950553W"",
""Spilled Milk"",""K.L. Randis"","""",""OL26833760W"",""https://openlibrary.org/works/OL26833760W"",
""Split Second"",""Douglas E. Richards"","""",""OL24217041W"",""https://openlibrary.org/works/OL24217041W"",
""Spun"",""Catherine McKenzie"",""0692025162"",""OL26519859W"",""https://openlibrary.org/works/OL26519859W"",
""Staked"",""J.F. Lewis"",""1416547800"","""","""","Struggling with a short-term memory problem that prevents him from remembering how he became a vampire and how he spends his everyday life, Eric resists his girlfriend's entreaties to make her a vampire while endeavoring to outmaneuver an alluring witch and a vengeful pack of born-again lycanthropes."
""Still Life"",""Louise Penny"",""0312948557"","""","""","Chief Inspector Armand Gamache of the Surete du Quebec and his team of investigators are called in to the scene of a suspicious death in a rural village south of Montreal. Jane Neal, a local fixture in the tiny hamlet of Three Pines, just north of the U.S. border, has been found dead in the woods. The locals are certain it's a tragic hunting accident and nothing more, but Gamache smells something foul in these remote woods, and is soon certain that Jane Neal died at the hands of someone much more sinister than a careless bowhunter."
""Still Lost in Panama : The Real Tragedy on Pianista Trail. The case of Kris Kremers and Lisanne Froon"",""Christian Hardinghaus"","""","""","""",
""Stillhouse Lake"",""Rachel Caine"",""1477821554"",""OL24235969W"",""https://openlibrary.org/works/OL24235969W"",
""Stolen Magic"",""Marina Finlayson"","""",""OL27694809W"",""https://openlibrary.org/works/OL27694809W"",
""Stolen Souls"",""Debra Dunbar"",""1497319692"",""OL44182236W"",""https://openlibrary.org/works/OL44182236W"",
""Stories We Never Told"",""Sonja Yoerg"",""1542004675"",""OL20758237W"",""https://openlibrary.org/works/OL20758237W"",
""Storm Front"",""Jim  Butcher"",""0451457811"","""","""","The novels of the Dresden Files have become synonymous with action-packed urban fantasy and non-stop fun. Storm Front is Jim Butcher's first novel and introduces his most famous and popular character-Harry Dresden, wizard for hire.For his first case, Harry is called in to consult on a grisly double murder committed with the blackest of magic. At first, the less-than-solvent Harry's eyes light up with dollar signs. But where there's black magic, there's a black mage. Now, that black mage knows Harry's name. And things are about to get very...interesting."
""Strange Sally Diamond"",""Liz Nugent"",""1844885968"",""OL29047823W"",""https://openlibrary.org/works/OL29047823W"","Reclusive Sally Diamond is thrust into the media spotlight when she tries to incinerate her dead father, causing widespread outrage. Now she’s the center of attention, not only from hungry reporters and police detectives, but also a sinister voice from a past she does not remember. As she begins to discover the repressed memories of her horrific early childhood, Sally steps into the world for the first time, making new friends, big decisions, and learning that people don’t always mean what they say.

But who is the man observing Sally from the other side of the world, and why does he call her Mary? And why does her new neighbor seem to be obsessed with her?"
""Summary: Love Warrior: A Memoir by Glennon Doyle Melton"",""Billionaire Mind Publishing"",""1542708648"","""","""",
""Surviving Michael"",""Joseph Birchall"","""",""OL40142255W"",""https://openlibrary.org/works/OL40142255W"",
""THE DRAMAS OF SOPHOCLES: THE OEDIPUS CYCLE AND OTHER PLAYS (The Greek dramas and plays) - Annotated THE GREAT EPIC POEM"",""Sophocles"","""","""","""",
""Take My Hand"",""Dolen Perkins-Valdez"",""0593337697"","""","""",
""Taken"",""Benedict Jacka"",""1937007723"","""","""",
""Talented"",""Sophie  Davis"","""",""OL39813335W"",""https://openlibrary.org/works/OL39813335W"",
""Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls (and Everything in Between)"",""Lauren Graham"",""0425285189"","""","""",
""Talking to My Angels"",""Melissa Etheridge"",""0063257459"","""","""",
""Tarnished Are the Stars"",""Rosiee Thor"",""1338312278"",""OL21346874W"",""https://openlibrary.org/works/OL21346874W"",
""Tea Cups & Tiger Claws"",""Timothy  Patrick"",""0989354407"","""","""",
""Teardrop"",""Lauren Kate"",""0375990690"","""","""",
""Tegan's Blood"",""L.H. Cosway"","""","""","""",
""Tell Me Lies"",""Carola Lovering"","""",""OL19742760W"",""https://openlibrary.org/works/OL19742760W"",
""Tell me Lies"",""J.P. Pomare"","""","""","""",
""The 7 1/2 Deaths of Evelyn Hardcastle"",""Stuart Turton"","""",""OL31169989W"",""https://openlibrary.org/works/OL31169989W"",
""The Adventures of Huckleberry Finn"",""John Seelye"",""0142437174"","""","""","Adventures of Huckleberry Finn or as it is known in more recent editions, The Adventures of Huckleberry Finn, is a novel by American author Mark Twain, which was first published in the United Kingdom in December 1884 and in the United States in February 1885.

Commonly named among the Great American Novels, the work is among the first in major American literature to be written throughout in vernacular English, characterized by local color regionalism. It is told in the first person by Huckleberry ""Huck"" Finn, the narrator of two other Twain novels (Tom Sawyer Abroad and Tom Sawyer, Detective) and a friend of Tom Sawyer. It is a direct sequel to The Adventures of Tom Sawyer."
""The Adventures of Tom Sawyer"",""Mark Twain"","""",""OL53919W"",""https://openlibrary.org/works/OL53919W"",
""The Afterlife of Holly Chase"",""Cynthia Hand"",""0062318500"","""","""",
""The All of It"",""Jeannette Haien"",""0060971479"",""OL2661368W"",""https://openlibrary.org/works/OL2661368W"","Relates the seemingly simple tale of a parishioner confiding in her priest, but the tangled confession brings secrets to light that provoke a moral quandary for not only the clergyman, but the reader as well. Set in a small town in Ireland, Haien's intimate novel of conversations and dilemmas-perfect for readers of Paul Harding's Tinkers, Marilynne Robinson's Gilead, and Flannery O'Connor's Wise Blood."
""The Angel of Death"",""Elicia Hyder"","""",""OL44157399W"",""https://openlibrary.org/works/OL44157399W"",
""The Anonymous Source"",""A.C. Fuller"","""",""OL20292032W"",""https://openlibrary.org/works/OL20292032W"",
""The Arrangement"",""Kiersten Modglin"","""",""OL28913558W"",""https://openlibrary.org/works/OL28913558W"",
""The Arrangement"",""Robyn Harding"","""","""","""",
""The Atlantis Plague"",""A.G. Riddle"","""",""OL20786335W"",""https://openlibrary.org/works/OL20786335W"",
""The Awakening"",""Jennifer Martucci"","""","""","""",
""The Banned Bookshop of Maggie Banks"",""Shauna Robinson"","""",""OL27296857W"",""https://openlibrary.org/works/OL27296857W"",
""The Belgrade Archer"",""Chase     Hughes"","""","""","""",
""The Beneficiary"",""Marshall Thornton"","""","""","""",
""The Big Short: Inside the Doomsday Machine"",""Michael   Lewis"","""","""","""",
""The Birthday"",""Carol Wyer"","""","""","""",
""The Black Trilogy"",""Elise Noble"",""1910954683"","""","""",
""The Blind Devotion of Imogene: The Misadventures of Imogene Taylor"",""David  Putnam"","""","""","""",
""The Blood Sugar Solution 10-Day Detox Diet: Activate Your Body's Natural Ability to Burn Fat and Lose Weight Fast"",""Mark Hyman"",""0316230022"","""","""",
""The Book of Life"",""Deborah Harkness"","""",""OL17782786W"",""https://openlibrary.org/works/OL17782786W"",
""The Book of Lost Friends"",""Lisa Wingate"",""1984819887"","""","""",
""The Borrowed Life of Frederick Fife"",""Anna  Johnston"",""0063397293"","""","""",
""The Bottoms"",""Joe R. Lansdale"",""0446677922"",""OL54794W"",""https://openlibrary.org/works/OL54794W"",
""The Boy and Girl Who Broke the World"",""Amy Reed"",""1481481762"","""","""",
""The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics"",""Daniel James Brown"","""","""","""",
""The Breakdown"",""B.A. Paris"",""1848454996"","""","""","**If you can’t trust yourself, who can you trust?**

Cass has been forgetting every little thing: where she left the car, if she took her pills, the alarm code, why she ordered a pram when she doesn't have a baby. The only thing she can't forget is that woman--the woman she might have saved--and the terrible guilt.

Cass is having a hard time since the night she saw the car in the woods, on the winding rural road, in the middle of a downpour, with the woman sitting inside-- the woman who was killed. What could she have done, really? Her husband would be furious if he knew she'd broken her promise not to take that shortcut home. But since then, she's been forgetting every little thing: where she left the car, if she took her pills, the alarm code, why she ordered a pram when she doesn't have a baby. The only thing she can't forget is the woman she might have saved, and the terrible guilt. Or the silent calls she's receiving, or the feeling that someone's watching her...."
""The Bride Test"",""Helen  Hoang"",""0451490827"","""","""","Khai Diep has no feelings. Well, he feels irritation when people move his things or contentment when ledgers balance down to the penny, but not big, important emotions—like grief. And love. He thinks he's defective. His family knows better—that his autism means he just processes emotions differently. When he steadfastly avoids relationships, his mother takes matters into her own hands and returns to Vietnam to find him the perfect bride.

As a mixed-race girl living in the slums of Ho Chi Minh City, Esme Tran has always felt out of place. When the opportunity arises to come to America and meet a potential husband, she can't turn it down, thinking this could be the break her family needs. Seducing Khai, however, doesn't go as planned. Esme's lessons in love seem to be working... but only on herself. She's hopelessly smitten with a man who's convinced he can never return her affection.

With Esme's time in the United States dwindling, Khai is forced to understand he's been wrong all along. And there's more than one way to love."
""The Bridge Across Forever: A True Love Story – A New York Times Bestselling Philosophical Memoir of Hope and Intimacy"",""Richard Bach"",""0061148482"","""","""","The author of Jonathan Livingston Seagull records a unique love affair."
""The Brilliant Life of Eudora Honeysett"",""Annie Lyons"",""0063026066"","""","""",
""The Butterfly Assassin"",""Finn Longman"",""1398507350"","""","""",
""The Butterfly Garden"",""Dot Hutchison"",""1503989712"",""OL20036652W"",""https://openlibrary.org/works/OL20036652W"",
""The Call of the Wild"",""Jack London"","""",""OL14942956W"",""https://openlibrary.org/works/OL14942956W"",
""The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God"",""Lee Strobel"",""0310242096"","""","""",
""The Cask of Amontillado"",""Edgar Allan Poe"",""1594561869"","""","""","""The Cask of Amontillado"" (sometimes spelled ""The Casque of Amontillado"" [a.mon.ti.ˈʝa.ðo]) is a short story by American writer Edgar Allan Poe, first published in the November 1846 issue of Godey's Lady's Book. The story, set in an unnamed Italian city at carnival time in an unspecified year, is about a man taking fatal revenge on a friend who, he believes, has insulted him. Like several of Poe's stories, and in keeping with the 19th-century fascination with the subject, the narrative revolves around a person being buried alive – in this case, by immurement. As in ""The Black Cat"" and ""The Tell-Tale Heart"", Poe conveys the story from the murderer's perspective."
""The Cat in the Hat"",""Dr. Seuss"","""",""OL1898309W"",""https://openlibrary.org/works/OL1898309W"",
""The Catcher in the Rye"",""J.D. Salinger"",""0316769177"","""","""","Story of Holden Caufield with his idiosyncrasies, penetrating insight, confusion, sensitivity and negativism. Holden, knowing he is to be expelled from school, decides to leave early. He spends three days in New York City and tells the story of what he did and suffered there."
""The Chain"",""Adrian McKinty"","""",""OL20670578W"",""https://openlibrary.org/works/OL20670578W"",
""The Chateau"",""Avery Bishop"","""","""","""",
""The Children's Blizzard"",""David Laskin"",""0060520760"","""","""","Thousands of impoverished Northern European immigrants were promised that the prairie offered ""land, freedom, and hope."" The disastrous blizzard of 1888 revealed that their free homestead was not a paradise but a hard, unforgiving place governed by natural forces they neither understood nor controlled, and America’s heartland would never be the same."
""The Christmas Fix"",""Lucy Score"","""","""","""",
""The Cider House Rules"",""John Irving"",""0786226749"","""","""","Set in rural Maine in the first half of this century, it tells the story of Dr. Wilbur Larch--obstetrician and director of the orphanage in the town of St. Clouds. It is also the story of his favorite orphan, Homer, who is never adopted."
